Year,SMW,Date,Crop_Week,Location,Variety,PDI,Max_Temp,Min_Temp,Max_Humidity,Min_Humidity,No_of_Rainy_Days,Rainfall,Wind_Velocity,Disease,Diesease Severity,Predicted Disease
2024,35,26-08-2024 to 01-09-2024,4,Almora,JS 95-60,6.67,19.5,27.8,91.7,72.2,14,148,1.23,Frog Eye Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,5,Almora,JS 95-60,7.78,18,30.6,92.4,73.5,9,173.5,1.28,Frog Eye Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,6,Almora,JS 95-60,15.56,18,30.6,92.4,73.5,9,173.5,1.4,Frog Eye Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,7,Almora,JS 95-60,22.22,18,30.6,92.4,73.5,9,173.5,1.16,Frog Eye Leaf Spot,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,JS-335,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Frog Eye Leaf Spot,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,JS-335,0,30.1,19.4,91,62.9,3,33.5,1.71,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,JS-335,11.11,29.4,19.4,86.1,72.4,1,8,1.21,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,JS-335,11.11,29.6,18.8,93.5,69.6,4,49.5,1.76,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,JS-335,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,JS-335,33.33,30,18.2,89.3,73.4,2,8.5,1.24,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,JS-335,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,JS-335,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,JS-335,33.33,30.1,15.4,93.3,70,1,31,1.3,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,JS-335,0,30.1,18.7,91.8,70.8,3,12,1.06,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,JS-335,0,30,18.2,89.3,73.4,2,8.5,1.24,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,JS-335,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,JS-335,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,JS-335,11.11,30.1,15.4,93.3,70,1,31,1.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,JS-335,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Bacterial Pustule,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,JS-335,0,30.1,18.7,91.8,70.8,3,12,1.06,Bacterial Pustule,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,JS-335,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Bacterial Pustule,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,JS-335,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Bacterial Pustule,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,JS-335,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Bacterial Pustule,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,JS-335,11.11,30.1,15.4,93.3,70,1,31,1.3,Bacterial Pustule,,
2023,36,03-09-2023 to 09-09-2023,1,Almora,JS-335,0,29.3,20.6,89.3,75.1,1,16.8,1.08,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Almora,JS-335,1.5,29.6,20.7,86.1,72.7,0,0.6,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Almora,JS-335,6.5,29,20.9,90.36,83.85,1,22.3,1.11,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Almora,JS-335,14.5,29.7,20.9,90.1,72.9,0,2.6,1.11,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Almora,JS-335,17,27.9,20.4,88.7,77.1,2,10.4,1.07,Charcoal Rot,,
2024,32,05-08-2024 to 11-08-2024,1,Almora,JS-335,0,19.5,27.8,91.7,72.2,14,148,1.46,Frog Eye Leaf Spot,,
2024,33,12-08-2024 to 18-08-2024,2,Almora,JS-335,0,19.5,27.8,91.7,72.2,14,148,1.41,Frog Eye Leaf Spot,,
2024,34,19-08-2024 to 25-08-2024,3,Almora,JS-335,0,19.5,27.8,91.7,72.2,14,148,1.67,Frog Eye Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,4,Almora,JS-335,5.56,19.5,27.8,91.7,72.2,14,148,1.23,Frog Eye Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,5,Almora,JS-335,6.67,18,30.6,92.4,73.5,9,173.5,1.28,Frog Eye Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,6,Almora,JS-335,33.33,18,30.6,92.4,73.5,9,173.5,1.4,Frog Eye Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,7,Almora,JS-335,24.44,18,30.6,92.4,73.5,9,173.5,1.16,Frog Eye Leaf Spot,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,JS93-05,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Frog Eye Leaf Spot,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,JS93-05,0,30.1,19.4,91,62.9,3,33.5,1.71,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,JS93-05,0,29.4,19.4,86.1,72.4,1,8,1.21,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,JS93-05,11.11,29.6,18.8,93.5,69.6,4,49.5,1.76,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,JS93-05,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,JS93-05,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,JS93-05,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,JS93-05,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,JS93-05,11.11,30.1,15.4,93.3,70,1,31,1.3,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,JS93-05,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,JS93-05,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,JS93-05,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,JS93-05,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,JS93-05,33.33,30.1,15.4,93.3,70,1,31,1.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,JS93-05,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Bacterial Pustule,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,JS93-05,0,30.1,18.7,91.8,70.8,3,12,1.06,Bacterial Pustule,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,JS93-05,0,30,18.2,89.3,73.4,2,8.5,1.24,Bacterial Pustule,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,JS93-05,0,29.5,17.7,91.9,76.4,2,13.5,1.12,Bacterial Pustule,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,JS93-05,0,30.1,16.5,90.8,69.9,0,2,1.16,Bacterial Pustule,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,JS93-05,0,30.1,15.4,93.3,70,1,31,1.3,Bacterial Pustule,,
2023,36,03-09-2023 to 09-09-2023,1,Almora,JS93-05,0,29.3,20.6,89.3,75.1,1,16.8,1.08,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Almora,JS93-05,0,29.6,20.7,86.1,72.7,0,0.6,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Almora,JS93-05,14.5,29,20.9,90.36,83.85,1,22.3,1.11,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Almora,JS93-05,19,29.7,20.9,90.1,72.9,0,2.6,1.11,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Almora,JS93-05,0,27.9,20.4,88.7,77.1,2,10.4,1.07,Charcoal Rot,,
2024,32,05-08-2024 to 11-08-2024,1,Almora,JS93-05,0,19.5,27.8,91.7,72.2,14,148,1.46,Frog Eye Leaf Spot,,
2024,33,12-08-2024 to 18-08-2024,2,Almora,JS93-05,0,19.5,27.8,91.7,72.2,14,148,1.41,Frog Eye Leaf Spot,,
2024,34,19-08-2024 to 25-08-2024,3,Almora,JS93-05,0,19.5,27.8,91.7,72.2,14,148,1.67,Frog Eye Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,4,Almora,JS93-05,4.44,19.5,27.8,91.7,72.2,14,148,1.23,Frog Eye Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,5,Almora,JS93-05,8.89,18,30.6,92.4,73.5,9,173.5,1.28,Frog Eye Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,6,Almora,JS93-05,35.56,18,30.6,92.4,73.5,9,173.5,1.4,Frog Eye Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,7,Almora,JS93-05,24.44,18,30.6,92.4,73.5,9,173.5,1.16,Frog Eye Leaf Spot,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,Shivalik,11.11,29.2,19.9,90.4,65.8,5,92.5,1.2,Frog Eye Leaf Spot,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,Shivalik,33.33,30.1,19.4,91,62.9,3,33.5,1.71,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,Shivalik,33.33,29.4,19.4,86.1,72.4,1,8,1.21,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,Shivalik,55.55,29.6,18.8,93.5,69.6,4,49.5,1.76,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Shivalik,55.55,30.1,18.7,91.8,70.8,3,12,1.06,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Shivalik,55.55,30,18.2,89.3,73.4,2,8.5,1.24,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Shivalik,77.77,29.5,17.7,91.9,76.4,2,13.5,1.12,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Shivalik,77.77,30.1,16.5,90.8,69.9,0,2,1.16,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Shivalik,77.77,30.1,15.4,93.3,70,1,31,1.3,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Shivalik,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Shivalik,33.33,30,18.2,89.3,73.4,2,8.5,1.24,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Shivalik,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Shivalik,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Shivalik,33.33,30.1,15.4,93.3,70,1,31,1.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,Shivalik,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Bacterial Pustule,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Shivalik,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Bacterial Pustule,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Shivalik,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Bacterial Pustule,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Shivalik,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Bacterial Pustule,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Shivalik,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Bacterial Pustule,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Shivalik,11.11,30.1,15.4,93.3,70,1,31,1.3,Bacterial Pustule,,
2023,36,03-09-2023 to 09-09-2023,1,Almora,Shivalik,0,29.3,20.6,89.3,75.1,1,16.8,1.08,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Almora,Shivalik,5,29.6,20.7,86.1,72.7,0,0.6,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Almora,Shivalik,15,29,20.9,90.36,83.85,1,22.3,1.11,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Almora,Shivalik,30.5,29.7,20.9,90.1,72.9,0,2.6,1.11,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Almora,Shivalik,30.5,27.9,20.4,88.7,77.1,2,10.4,1.07,Charcoal Rot,,
2024,32,05-08-2024 to 11-08-2024,1,Almora,Shivalik,7.78,19.5,27.8,91.7,72.2,14,148,1.46,Frog Eye Leaf Spot,,
2024,33,12-08-2024 to 18-08-2024,2,Almora,Shivalik,10,19.5,27.8,91.7,72.2,14,148,1.41,Frog Eye Leaf Spot,,
2024,34,19-08-2024 to 25-08-2024,3,Almora,Shivalik,16.67,19.5,27.8,91.7,72.2,14,148,1.67,Frog Eye Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,4,Almora,Shivalik,22.22,19.5,27.8,91.7,72.2,14,148,1.23,Frog Eye Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,5,Almora,Shivalik,31.11,18,30.6,92.4,73.5,9,173.5,1.28,Frog Eye Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,6,Almora,Shivalik,51.11,18,30.6,92.4,73.5,9,173.5,1.4,Frog Eye Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,7,Almora,Shivalik,53.33,18,30.6,92.4,73.5,9,173.5,1.16,Frog Eye Leaf Spot,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,Punjab1,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Frog Eye Leaf Spot,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,Punjab1,0,30.1,19.4,91,62.9,3,33.5,1.71,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,Punjab1,0,29.4,19.4,86.1,72.4,1,8,1.21,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,Punjab1,11.11,29.6,18.8,93.5,69.6,4,49.5,1.76,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Punjab1,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Punjab1,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Punjab1,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Punjab1,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Punjab1,33.33,30.1,15.4,93.3,70,1,31,1.3,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Punjab1,0,30.1,18.7,91.8,70.8,3,12,1.06,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Punjab1,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Punjab1,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Punjab1,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Punjab1,11.11,30.1,15.4,93.3,70,1,31,1.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,Punjab1,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Bacterial Pustule,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Punjab1,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Bacterial Pustule,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Punjab1,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Bacterial Pustule,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Punjab1,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Bacterial Pustule,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Punjab1,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Bacterial Pustule,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Punjab1,11.11,30.1,15.4,93.3,70,1,31,1.3,Bacterial Pustule,,
2023,36,03-09-2023 to 09-09-2023,1,Almora,Punjab1,0,29.3,20.6,89.3,75.1,1,16.8,1.08,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Almora,Punjab1,0,29.6,20.7,86.1,72.7,0,0.6,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Almora,Punjab1,0,29,20.9,90.36,83.85,1,22.3,1.11,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Almora,Punjab1,0,29.7,20.9,90.1,72.9,0,2.6,1.11,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Almora,Punjab1,0,27.9,20.4,88.7,77.1,2,10.4,1.07,Charcoal Rot,,
2024,32,05-08-2024 to 11-08-2024,1,Almora,Punjab1,0,19.5,27.8,91.7,72.2,14,148,1.46,Frog Eye Leaf Spot,,
2024,33,12-08-2024 to 18-08-2024,2,Almora,Punjab1,0,19.5,27.8,91.7,72.2,14,148,1.41,Frog Eye Leaf Spot,,
2024,34,19-08-2024 to 25-08-2024,3,Almora,Punjab1,0,19.5,27.8,91.7,72.2,14,148,1.67,Frog Eye Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,4,Almora,Punjab1,5.56,19.5,27.8,91.7,72.2,14,148,1.23,Frog Eye Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,5,Almora,Punjab1,7.78,18,30.6,92.4,73.5,9,173.5,1.28,Frog Eye Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,6,Almora,Punjab1,17.78,18,30.6,92.4,73.5,9,173.5,1.4,Frog Eye Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,7,Almora,Punjab1,23.33,18,30.6,92.4,73.5,9,173.5,1.16,Frog Eye Leaf Spot,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,PK -472,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Frog Eye Leaf Spot,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,PK -472,11.11,30.1,19.4,91,62.9,3,33.5,1.71,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,PK -472,11.11,29.4,19.4,86.1,72.4,1,8,1.21,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,PK -472,33.33,29.6,18.8,93.5,69.6,4,49.5,1.76,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,PK -472,33.33,30.1,18.7,91.8,70.8,3,12,1.06,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,PK -472,33.33,30,18.2,89.3,73.4,2,8.5,1.24,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,PK -472,55.55,29.5,17.7,91.9,76.4,2,13.5,1.12,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,PK -472,55.55,30.1,16.5,90.8,69.9,0,2,1.16,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,PK -472,55.55,30.1,15.4,93.3,70,1,31,1.3,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,PK -472,0,30.1,18.7,91.8,70.8,3,12,1.06,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,PK -472,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,PK -472,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,PK -472,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,PK -472,33.33,30.1,15.4,93.3,70,1,31,1.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,PK -472,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Bacterial Pustule,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,PK -472,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Bacterial Pustule,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,PK -472,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Bacterial Pustule,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,PK -472,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Bacterial Pustule,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,PK -472,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Bacterial Pustule,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,PK -472,33.33,30.1,15.4,93.3,70,1,31,1.3,Bacterial Pustule,,
2023,36,03-09-2023 to 09-09-2023,1,Almora,PK -472,2,29.3,20.6,89.3,75.1,1,16.8,1.08,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Almora,PK -472,6.5,29.6,20.7,86.1,72.7,0,0.6,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Almora,PK -472,17.5,29,20.9,90.36,83.85,1,22.3,1.11,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Almora,PK -472,26.5,29.7,20.9,90.1,72.9,0,2.6,1.11,Charcoal Rot,,
2023,40,01-10-2023 to 07-10-2023,5,Almora,PK -472,27.5,27.9,20.4,88.7,77.1,2,10.4,1.07,Charcoal Rot,,
2024,32,05-08-2024 to 11-08-2024,1,Almora,PK -472,0,19.5,27.8,91.7,72.2,14,148,1.46,Frog Eye Leaf Spot,,
2024,33,12-08-2024 to 18-08-2024,2,Almora,PK -472,0,19.5,27.8,91.7,72.2,14,148,1.41,Frog Eye Leaf Spot,,
2024,34,19-08-2024 to 25-08-2024,3,Almora,PK -472,0,19.5,27.8,91.7,72.2,14,148,1.67,Frog Eye Leaf Spot,,
2024,35,26-08-2024 to 01-09-2024,4,Almora,PK -472,5.56,19.5,27.8,91.7,72.2,14,148,1.23,Frog Eye Leaf Spot,,
2024,36,02-09-2024 to 08-09-2024,5,Almora,PK -472,8.89,18,30.6,92.4,73.5,9,173.5,1.28,Frog Eye Leaf Spot,,
2024,37,09-09-2024 to 15-09-2024,6,Almora,PK -472,17.78,18,30.6,92.4,73.5,9,173.5,1.4,Frog Eye Leaf Spot,,
2024,38,16-09-2024 to 22-09-2024,7,Almora,PK -472,26.67,18,30.6,92.4,73.5,9,173.5,1.16,Frog Eye Leaf Spot,,
2021,32,06-08-2021 to 12-08-2021,6,Almora,Monetta,0,29.2,19.9,90.4,65.8,5,92.5,1.2,Frog Eye Leaf Spot,,
2021,33,13-08-2021 to 19-08-2021,7,Almora,Monetta,0,30.1,19.4,91,62.9,3,33.5,1.71,Frog Eye Leaf Spot,,
2021,34,20-08-2021 to 26-08-2021,8,Almora,Monetta,0,29.4,19.4,86.1,72.4,1,8,1.21,Frog Eye Leaf Spot,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,Monetta,11.11,29.6,18.8,93.5,69.6,4,49.5,1.76,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Monetta,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Frog Eye Leaf Spot,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Monetta,33.33,30,18.2,89.3,73.4,2,8.5,1.24,Frog Eye Leaf Spot,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Monetta,33.33,29.5,17.7,91.9,76.4,2,13.5,1.12,Frog Eye Leaf Spot,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Monetta,33.33,30.1,16.5,90.8,69.9,0,2,1.16,Frog Eye Leaf Spot,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Monetta,33.33,30.1,15.4,93.3,70,1,31,1.3,Frog Eye Leaf Spot,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Monetta,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Anthracnose,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Monetta,33.33,30,18.2,89.3,73.4,2,8.5,1.24,Anthracnose,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Monetta,55.55,29.5,17.7,91.9,76.4,2,13.5,1.12,Anthracnose,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Monetta,55.55,30.1,16.5,90.8,69.9,0,2,1.16,Anthracnose,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Monetta,55.55,30.1,15.4,93.3,70,1,31,1.3,Anthracnose,,
2021,35,27-08-2021 to 02-09-2021,9,Almora,Monetta,0,29.6,18.8,93.5,69.6,4,49.5,1.76,Bacterial Pustule,,
2021,36,03-09-2021 to 09-09-2021,10,Almora,Monetta,11.11,30.1,18.7,91.8,70.8,3,12,1.06,Bacterial Pustule,,
2021,37,10-09-2021 to 16-09-2021,11,Almora,Monetta,11.11,30,18.2,89.3,73.4,2,8.5,1.24,Bacterial Pustule,,
2021,38,17-09-2021 to 23-09-2021,12,Almora,Monetta,11.11,29.5,17.7,91.9,76.4,2,13.5,1.12,Bacterial Pustule,,
2021,39,24-09-2021 to 30-09-2021,13,Almora,Monetta,11.11,30.1,16.5,90.8,69.9,0,2,1.16,Bacterial Pustule,,
2021,40,01-10-2021 to 07-10-2021,14,Almora,Monetta,11.11,30.1,15.4,93.3,70,1,31,1.3,Bacterial Pustule,,
2023,36,03-09-2023 to 09-09-2023,1,Almora,Monetta,8.5,29.3,20.6,89.3,75.1,1,16.8,1.08,Charcoal Rot,,
2023,37,10-09-2023 to 16-09-2023,2,Almora,Monetta,31.5,29.6,20.7,86.1,72.7,0,0.6,1.07,Charcoal Rot,,
2023,38,17-09-2023 to 23-09-2023,3,Almora,Monetta,58.5,29,20.9,90.36,83.85,1,22.3,1.11,Charcoal Rot,,
2023,39,24-09-2023 to 30-09-2023,4,Almora,Monetta,73,29.7,20.9,90.1,72.9,0,2.6,1.11,Charcoal Rot,,
